No,Build,Average,Best,Worst,"Std Dev",AvgTimePerRun,"Failed Sig",Signature
1,"C:\Users\com\Desktop\장기\장기 신형 엔진\0917-t.exe","464,232.0","464,232","464,232",.0,21.97,False,"10,197,322"
